m,Projective,Affine,Ruzsa
829,9.96887,10.2803,5.21848
830,10.7821,8.83863,5.92537
831,11.3263,8.9556,5.08233
832,12.2311,9.1677,5.433
833,13.0445,9.43519,6.28421
834,13.1919,10.2513,5.50196
835,12.5816,10.9806,5.61167
836,10.4378,11.5153,5.94819
837,10.8257,10.5782,6.21663
838,11.2975,9.55266,6.21457
839,11.0519,9.9994,3.65516
840,10.1325,10.2302,4.38047
841,9.62584,10.5345,5.24705
842,10.1935,10.84,6.01555
843,9.61294,11.1947,6.38061
844,8.88983,11.5008,6.50552
845,9.05981,11.8079,7.42075
846,9.33161,11.9448,6.15894
847,10.1458,11.6821,5.92034
848,10.8262,10.8375,6.37954
849,10.561,10.5377,6.28356
850,11.0667,10.2816,6.96382
851,10.4823,9.75271,6.78498
852,10.7331,9.66634,6.77873
853,10.5773,9.97509,6.5982
854,10.477,10.0308,6.79164
855,10.4516,9.51138,6.56792
856,10.1147,9.28045,6.93581
857,10.5309,9.92385,7.02588
858,10.1321,9.91215,7.7518
859,10.7966,9.40009,7.28115
860,11.0825,9.32204,8.00763
861,11.3507,9.60702,7.45504
862,11.3103,9.11314,5.51824
863,10.7395,9.39939,3.89582
864,9.48727,7.29994,4.23143
865,8.98131,7.5672,4.20618
866,9.74712,8.16901,4.4572
867,10.2217,8.09838,5.07773
868,10.7941,8.6933,4.576
869,10.4716,8.64891,4.98148
870,10.8784,8.82464,4.52036
871,10.3677,8.72278,5.01443
872,10.6278,8.9606,5.18918
873,10.2602,9.57948,5.32956
874,10.4179,10.011,5.42588
875,10.0728,10.5834,6.11508
876,10.6353,9.90359,6.6813
877,10.274,9.02247,7.1046
878,9.96544,9.60838,7.0155
879,10.122,9.85847,6.89278
880,10.7958,10.4973,7.19132
881,11.6278,9.40548,5.6932
882,10.0866,9.01776,5.86702
883,10.389,9.67646,5.30529
884,10.6965,8.93486,5.2526
885,10.232,9.04167,5.86179
886,10.8903,8.94869,5.63303
887,10.6684,9.64317,2.15425
888,10.6187,6.88763,2.20601
889,6.8923,6.83222,1.93743
890,7.63046,7.5279,2.54183
891,7.45713,6.66239,3.21343
892,8.15443,7.33114,3.89415
893,8.7687,7.29463,3.88021
894,8.4832,7.80871,4.74301
895,8.96275,8.17025,4.96742
896,8.89234,8.13008,5.56527
897,9.37283,8.68755,6.18969
898,9.68418,9.01519,5.47325
899,10.5322,9.22475,6.09855
900,11.0135,10.0275,5.82888
901,10.4659,10.3564,6.42859
902,10.77,10.4384,7.05475
903,11.3313,10.2285,7.28911
904,10.4973,9.36879,6.82778
905,11.0403,9.94469,5.33006
906,10.1066,9.72995,5.14652
907,9.8902,9.63553,5.53009
908,10.4082,9.24976,5.57383
909,10.059,8.86057,5.48077
910,10.1472,8.77805,5.49627
911,9.94451,8.86088,5.52775
912,9.88027,9.20545,5.86425
913,9.03595,9.6933,5.71449
914,9.40009,10.3978,5.79738
915,9.46369,11.0404,6.55628
916,10.3251,9.00055,6.13792
917,10.8306,8.74068,6.68961
918,11.0209,9.06051,6.31365
919,11.2451,8.35682,5.35784
920,10.1555,8.21823,6.06838
921,10.2635,8.33906,6.74949
922,9.8043,8.75743,6.71917
923,10.1901,8.91795,7.01419
924,10.0706,9.0082,6.94602
925,10.5805,9.46791,7.14053
926,10.3254,8.97274,6.79328
927,10.4079,9.52738,7.20654
928,10.8877,10.2936,7.21175
929,10.0038,9.35115,6.3343
930,10.5018,9,5.35196
931,11.2631,9.68084,5.35752
932,11.5306,9.95445,5.74841
933,10.6302,10.1631,5.84144
934,9.89773,10.0931,6.45539
935,10.286,10.273,6.84753
936,10.2246,10.6525,6.86169
937,10.6696,9.698,6.17832
938,10.9423,10.388,6.06814
939,10.778,10.6504,5.99571
940,11.0059,11.2573,5.85172
941,11.5233,9.51033,5.4344
942,10.8593,9.75057,5.57435
943,11.0896,10.676,5.86981
944,11.6085,11.4363,6.39614
945,10.0465,10.467,5.85358
946,10.0967,11.0604,6.08192
947,10.1825,11.6915,6.77662
948,10.2074,10.4751,6.5798
949,9.85092,9.07075,6.91349
950,10.3229,9.45282,7.58979
951,10.472,9.04777,5.7339
952,11.228,9.5622,5.1262
953,10.0589,10.1007,4.67305
954,9.7691,9.66373,5.55496
955,9.41923,9.34732,5.89305
956,10.0571,9.88848,6.69604
957,10.3913,9.74871,7.18475
958,10.5566,9.82333,6.06933
959,9.96207,8.90895,5.95908
960,10.0137,9.48014,6.56463
961,10.7143,9.36141,7.05556
962,11.0515,10.2805,7.54309
963,10.5395,9.60239,7.85551
964,11.1742,9.59757,6.49282
965,11.9769,8.99895,6.42919
966,12.1153,9.6601,7.38903
967,10.7736,9.35027,6.63705
968,10.4171,9.29723,7.51419
969,10.8654,9.81076,7.13774
970,9.68911,9.11395,6.32007
971,10.2597,9.1024,4.91874
972,10.6842,9.16876,5.60205
973,10.9932,9.19452,6.18926
974,10.9387,9.62455,6.6924
975,10.3493,9.6353,5.63732
976,10.7736,9.14686,6.13867
977,10.9876,9.09608,5.73639
978,10.4304,9.21519,6.17234
979,10.2544,9.17579,5.926
980,10.5156,9.62275,6.40666
981,10.5403,10.4996,6.93327
982,10.602,9.29604,5.69933
983,11.1106,9.2793,6.1259
984,11.5243,9.39906,6.39885
985,11.552,9.87591,6.19154
986,10.74,9.13665,6.64868
987,11.0159,9.9304,7.07398
988,11.432,10.1631,7.80257
989,11.1478,10.331,7.02291
990,10.93,9.10806,7.75105
991,11.2169,9.25716,7.36338
992,11.6781,9.692,6.8523
993,12.0219,9.48793,6.17631
994,12.814,9.83589,6.10881
995,10.1939,9.53361,5.70935
996,9.75662,9.06333,5.62027
997,9.22725,9.76396,4.51121
998,9.86135,8.72198,5.11934
999,9.91962,8.56474,5.82126
1000,10.6598,9.46378,5.386
1001,10.2987,9.84007,5.73722
1002,9.9627,10.3221,6.43986
1003,9.90333,9.8555,5.8621
1004,10.7629,10.4755,5.43203
1005,11.4981,10.2101,5.95496
1006,11.2563,9.60199,6.73277
1007,11.8478,9.81346,5.66988
1008,11.7596,10.0666,6.18615
1009,12.3953,9.0515,5.69845
1010,10.7062,9.23779,5.99801
1011,10.689,9.68986,6.36076
1012,11.2613,10.2535,5.59899
1013,10.4293,10.7984,6.12414
1014,10.853,11.5151,6.42668
1015,11.4304,11.6137,6.35685
1016,11.3702,10.7334,5.40562
1017,11.6856,10.8146,5.9184
1018,12.0278,11.0362,5.94417
1019,11.5234,11.3905,5.64764
1020,11.5656,11.8259,5.17144
1021,11.5501,12.3608,5.1762
1022,11.182,11.3255,5.31765
1023,12.1375,11.5728,5.91003
1024,11.4354,10.25,5.77704
1025,11.3595,9.91872,5.64726
1026,10.1024,9.77512,5.92255
1027,10.3024,9.84072,6.27624
1028,10.8225,9.67294,6.13993
1029,11.0801,9.18433,6.29965
1030,10.4957,9.98529,6.16994
1031,10.4286,10.7451,6.79445
1032,10.9682,10.3381,6.88001
1033,11.6602,9.95992,5.32544
1034,12.0034,10.5519,5.50255
1035,12.0176,10.7159,6.20167
1036,12.9946,10.3144,6.2039
1037,12.0946,9.5556,5.76385
1038,11.0998,9.73642,6.04942
1039,11.7099,9.90428,6.50932
1040,11.9655,9.59959,6.46674
1041,12.4,10.5239,6.21838
1042,11.8238,10.3542,6.87682
1043,12.2595,10.8309,7.50398
1044,12.5118,10.3129,7.00723
1045,13.0485,11.0609,6.48857
1046,13.6561,10.5503,6.48617
1047,13.3473,10.8055,5.82374
1048,12.2307,11.1702,6.48428
1049,12.0241,11.6317,6.42866
1050,12.4635,9.07205,6.49533
1051,9.92411,8.84454,5.57568
1052,9.42722,9.13807,6.03872
1053,9.90844,9.33339,6.50872
1054,10.2807,9.80174,6.94317
1055,10.5107,9.65795,6.78342
1056,11.0364,10.2204,6.42485
1057,11.2582,10.4179,6.86096
1058,10.4242,10.4252,6.04135
1059,10.8745,10.44,6.05318
1060,10.4901,11.1049,6.72273
1061,10.6996,10.1294,6.09195
1062,10.5586,9.27306,5.5058
1063,10.0199,9.89459,6.44522
1064,9.63242,10.6264,6.45804
1065,10.1981,11.1765,5.82343
1066,9.80636,9.23986,5.58782
1067,10.2682,9.68973,5.54911
1068,11.0606,9.51854,4.99859
1069,9.56525,8.82454,2.77301
1070,9.56047,8.32444,2.59239
1071,8.62765,8.94162,3.37553
1072,9.45871,9.21498,3.53802
1073,10.183,10.0024,4.13144
1074,10.5876,9.45315,4.68714
1075,11.0094,9.51936,4.98271
1076,11.1493,9.8593,4.98926
1077,10.225,9.81023,5.46979
1078,10.4088,9.09448,6.10308
1079,11.0328,8.73835,6.29408
1080,11.8048,9.15034,6.40324
1081,12.2699,9.21317,6.29818
1082,10.8469,9.55606,6.9121
1083,11.4329,9.75492,6.49454
1084,11.7332,9.85103,7.16389
1085,11.8141,9.96651,6.83767
1086,11.388,10.3904,7.5576
1087,10.7709,10.3459,6.73337
1088,10.541,10.7582,5.88032
1089,10.5979,11.0673,6.48072
1090,10.7669,11.0927,6.45166
1091,11.282,11.4218,6.03042
1092,10.9801,10.3767,6.00691
1093,11.2995,9.43551,5.51299
1094,11.9686,10.0812,5.90534
1095,12.3084,9.89355,5.98072
1096,11.4084,9.72379,6.36658
1097,10.8389,10.3814,6.13429
1098,10.9591,10.7424,6.37827
1099,11.1783,11.3645,6.77475
1100,11.1681,11.3789,6.80606
1101,10.545,11.2886,6.66596
1102,10.518,10.2931,6.73474
1103,10.2008,10.9679,6.57992
1104,10.0123,11.2823,6.4951
1105,9.96712,12.1157,5.81121
1106,9.98358,12.8747,6.59061
1107,10.3159,11.4015,6.35473
1108,10.7393,9.60936,5.68244
1109,10.3577,9.63928,5.4172
1110,10.5092,9.51738,6.09466
1111,11.2869,9.56457,6.35436
1112,10.8924,9.72644,5.71387
1113,11.7403,9.6927,6.35055
1114,10.8772,9.93841,6.57641
1115,10.5997,10.262,6.25161
1116,11.2294,10.5829,6.61864
1117,11.2686,9.17736,7.12298
1118,12.0615,9.38645,7.49066
1119,10.3792,9.36402,6.24531
1120,10.6714,9.4686,6.4359
1121,11.0387,9.80785,6.50056
1122,10.5892,9.03594,5.44145
1123,10.4902,9.26799,5.48177
1124,10.3609,9.43192,5.48491
1125,10.763,9.05959,5.36479
1126,10.8103,9.06088,5.80225
1127,10.7196,8.88015,6.30513
1128,10.7686,8.77035,5.7781
1129,10.5475,9.10759,2.50544
1130,9.63086,5.82074,2.86114
1131,7.65277,6.2058,3.57373
1132,7.87189,6.70848,4.07092
1133,8.24314,6.98135,4.07662
1134,8.96667,7.08652,4.11239
1135,9.68982,7.87268,4.5607
1136,9.71096,8.44379,4.03534
1137,10.4349,8.75535,4.74694
1138,10.4292,9.09522,4.91836
1139,10.9357,9.33456,5.15565
1140,10.8955,8.90805,5.20398
1141,10.9221,9.55049,5.92291
1142,10.8479,10.1268,6.54018
1143,10.9192,10.4039,6.57886
1144,10.9378,10.6033,7.19659
1145,10.8267,10.6764,6.75003
1146,11.1176,9.43192,7.36837
1147,10.5806,9.91909,6.08589
1148,11.3752,9.84667,6.34156
1149,11.3089,9.849,5.88846
1150,11.8146,9.80572,6.16347
1151,11.8573,10.0574,6.04716
1152,11.9851,9.4034,5.83422
1153,10.5447,9.13419,4.32076
1154,10.78,9.52501,4.61103
1155,11.1416,9.10341,5.54578
1156,10.2286,9.35795,5.89348
1157,10.6824,9.95074,5.51965
1158,10.8396,10.3977,6.05469
1159,10.9599,10.774,6.41508
1160,11.0431,10.8033,5.61618
1161,10.4049,10.0534,5.9645
1162,10.874,9.41074,6.23662
1163,9.96834,9.76932,5.85697
1164,10.4689,9.92331,6.25046
1165,9.94762,9.89957,6.65635
1166,10.1536,9.17676,7.05048
1167,10.3942,9.61631,7.09311
1168,10.2492,10.4159,5.81972
1169,10.9784,10.1432,5.29815
1170,11.2697,9.31055,5.43613
1171,10.18,9.62495,5.67429
1172,10.8631,9.89501,5.4221
1173,10.2201,9.67717,5.17125
1174,9.86942,10.0971,5.65758
1175,10.2228,9.57604,6.16425
1176,10.6829,10.0463,6.2714
1177,11.5851,9.96058,5.85782
1178,11.2207,10.1486,5.94966
1179,11.2162,10.2626,6.67325
1180,11.0299,10.858,6.0477
1181,10.8137,10.7616,6.00298
1182,11.1845,10.3533,6.54477
1183,11.4416,9.91305,5.70862
1184,12.2705,9.98424,6.2513
1185,11.9067,9.7647,5.68749
1186,10.8051,9.76618,6.05466
1187,10.6195,9.52049,6.53441
1188,11.0803,9.95204,5.84773
1189,11.0565,10.8005,5.77348
1190,10.7642,9.90721,5.7572
1191,11.2072,9.20687,5.90718
1192,10.8709,9.89975,5.54688
1193,10.5339,10.558,4.6827
1194,11.2042,9.85938,5.11439
1195,11.427,9.52372,5.0874
1196,11.3794,9.68891,5.49843
1197,11.8072,9.837,5.36373
1198,12.2779,9.95707,5.82342
1199,10.9554,10.6629,5.89523
1200,10.4896,10.5854,5.51434
1201,9.49129,10.0411,6.05816
1202,10.0633,9.55419,5.57658
1203,10.5718,10.2515,6.08522
1204,10.2123,10.3941,6.62997
1205,10.0393,9.77952,7.22206
1206,10.5394,10.276,7.76713
1207,11.0543,10.5561,6.84918
1208,10.6901,10.5978,6.82807
1209,11.2722,10.2824,5.77184
1210,11.7684,10.4976,6.21181
1211,10.3327,11.1125,5.82491
1212,10.3865,11.6063,6.24878
1213,11.235,10.0653,6.94652
1214,11.9189,10.2172,6.29225
1215,11.6418,10.3328,6.94992
1216,11.6765,10.6457,6.88007
1217,11.9473,10.699,7.29714
1218,11.3364,10.3684,7.11148
1219,11.8318,10.4236,6.88078
1220,11.6789,10.2971,6.39998
1221,10.826,10.9384,6.42435
1222,10.718,10.619,6.82553
1223,10.9909,10.1583,6.73317
1224,11.1451,10.8219,6.08375
1225,10.5713,10.7039,5.66083
1226,11.0852,11.0387,5.82255
1227,11.5799,10.882,5.85627
1228,11.7175,10.147,5.64408
1229,11.2258,9.85727,5.58633
1230,10.9996,9.79223,5.56748
1231,10.8807,10.367,5.39811
1232,10.7085,10.2942,6.21005
1233,11.203,9.94644,6.17809
1234,10.4993,9.93587,5.98086
1235,11.0502,10.3662,6.39551
1236,10.4161,10.1281,6.20977
1237,10.9906,9.22681,4.24536
1238,11.461,8.98617,4.897
1239,10.7997,8.92277,4.50901
1240,11.4313,9.30386,5.14859
1241,11.7315,9.65277,5.59116
1242,11.3685,9.52891,5.52315
1243,11.7303,9.76928,5.24518
1244,11.1606,9.84482,5.57439
1245,11.5224,10.5803,6.36002
1246,11.0931,10.2937,6.39361
1247,11.4354,9.55344,5.71679
1248,10.4803,9.51262,5.02776
1249,10.8514,8.85162,5.12018
1250,10.8999,8.96253,4.92691
1251,10.9988,9.56374,5.3592
1252,11.1052,9.77579,5.0802
1253,10.6422,9.27736,5.74782
1254,10.0772,10.0446,5.78327
1255,10.5885,9.8482,6.53254
1256,10.7458,10.5611,6.73862
1257,11.2195,9.0621,5.90208
1258,10.9719,9.4977,5.51248
1259,11.5221,9.88511,3.49413
1260,11.456,8.5848,3.6959
1261,9.32952,8.55559,4.52994
1262,8.49811,9.11493,5.41256
1263,9.16468,9.59105,4.89865
1264,9.25819,8.13496,4.76094
1265,9.87212,8.64416,4.71233
1266,9.3676,9.05529,5.24467
1267,9.84448,9.02305,6.0111
1268,10.6977,8.8765,6.58928
1269,10.4572,9.77365,6.90333
1270,10.5227,10.1365,7.15955
1271,10.4822,9.68798,7.26466
1272,10.6682,9.87402,7.52185
1273,11.2849,10.213,7.3314
1274,11.0166,9.84495,7.1776
1275,11.3383,10.3945,7.50128
1276,11.6061,10.0664,7.76067
1277,12.0372,10.266,7.84595
1278,10.9566,10.1297,7.86497
1279,11.8903,10.4114,6.91431
1280,11.2073,10.6561,6.3199
1281,11.0551,10.811,6.67508
1282,11.7957,10.7337,6.15126
1283,11.9567,11.2795,6.58902
1284,12.8206,11.2212,7.10415
1285,12.5885,11.6909,6.63034
1286,11.3455,12.1382,6.48486
1287,11.5573,11.6989,6.43099
1288,11.1551,11.4316,7.0769
1289,10.5373,10.8658,7.67842
1290,11.0614,10.0074,7.98206
1291,11.5169,10.2416,8.22371
1292,12.2574,10.4306,8.40232
1293,12.7746,11.1357,6.49388
1294,11.9446,10.444,5.92547
1295,12.0261,10.4799,5.46094
1296,11.4732,11.2494,6.09884
1297,12.2459,11.5647,6.80893
1298,10.9876,11.9168,5.93886
1299,10.7485,11.9946,6.12646
1300,11.2033,11.3724,6.21988
1301,11.5125,10.3304,6.48928
1302,12.1182,10.7432,7.03205
1303,11.1308,10.3697,5.88936
1304,10.8879,10.8534,6.41609
1305,11.6253,11.235,6.51473
1306,11.7164,11.7191,6.73059
1307,11.502,9.89939,6.11569
1308,11.6926,10.6292,6.17359
1309,12.4473,11.4955,5.9977
1310,12.6932,12.302,5.46522
1311,13.3282,11.6371,5.21135
1312,14.1233,12.3085,5.46144
1313,14.9326,12.6908,5.92273
1314,14.6421,11.9743,6.63968
1315,12.6517,10.5584,7.33911
1316,11.9896,10.6204,7.81997
1317,11.8789,10.2785,7.22139
1318,11.5954,10.4206,6.10709
1319,11.9514,10.2655,6.39
1320,11.7347,10.5077,5.27189
1321,11.5104,11.1271,5.01938
1322,10.7292,10.5729,5.47123
1323,10.9466,11.2786,6.09074
1324,11.1131,10.5089,6.86219
1325,11.3619,10.5047,6.05156
1326,11.4096,10.2732,6.37808
1327,11.3865,10.981,-2.1881
1328,9.93172,11.1234,-1.55481
1329,10.5619,11.5768,-0.833448
1330,11.0656,9.34183,-0.153751
1331,10.3967,9.38281,0.651174
1332,9.60407,3.89684,1.18446
1333,8.31589,4.37063,1.90609
1334,8.33224,4.79986,2.51699
1335,8.0569,4.9391,3.3912
1336,8.79994,5.57563,2.67671
1337,9.67261,6.37195,2.7489
1338,10.3427,5.93919,3.02135
1339,8.3697,5.87547,3.59781
1340,9.01615,6.47985,3.98915
1341,8.73163,6.18466,3.80443
1342,8.96849,6.77268,4.21526
1343,9.72471,6.76125,4.03211
1344,10.5683,7.10733,4.57811
1345,11.2718,7.6444,4.3964
1346,10.1022,8.57224,4.82253
1347,10.8398,9.03662,5.74499
1348,11.4343,9.22593,6.32344
1349,11.9828,9.18546,6.14372
1350,10.4083,8.77631,5.3956
1351,9.95414,9.70361,5.23219
1352,10.1915,9.52691,5.70991
1353,10.7388,10.105,6.15702
1354,10.6248,10.4975,6.61847
1355,10.811,9.86543,7.57171
1356,10.4834,9.59516,8.39657
1357,10.6445,9.94581,7.82136
1358,11.1722,10.5005,8.55271
1359,11.6734,11.1591,8.92482
1360,12.2014,11.4556,6.27403
1361,11.3626,10.4879,6.15093
1362,11.9048,10.4886,6.30461
1363,11.3366,10.4114,6.23252
1364,12.1502,9.91913,6.43048
1365,12.3448,9.96568,6.63076
1366,12.1004,10.2386,6.78773
1367,11.5023,9.91157,5.81816
1368,10.9189,10.134,6.257
1369,11.6356,10.5906,5.43702
1370,11.3941,10.3317,5.75186
1371,11.9202,10.3799,6.56202
1372,10.9019,10.0187,6.23025
1373,10.8315,10.3045,6.6567
1374,10.5034,10.5137,6.2248
1375,10.9861,9.9956,6.2597
1376,11.2187,10.5279,5.80877
1377,10.6505,11.4181,5.98906
1378,10.2409,11.218,6.18441
1379,10.282,9.62094,6.56093
1380,10.576,9.8303,5.56157
1381,10.3932,9.56681,4.84049
1382,9.84257,8.12992,5.61924
1383,8.78313,7.90364,5.02068
1384,8.93091,8.84583,4.33808
1385,9.53063,9.35397,4.1021
1386,10.4219,9.5484,4.88777
1387,10.6912,8.98258,5.30322
1388,9.62668,8.76035,5.74423
1389,9.75927,9.29532,5.76539
1390,10.0301,9.84457,6.24894
1391,10.5794,9.92288,6.96026
1392,10.84,10.3615,7.43003
1393,11.1928,10.7026,7.59176
1394,10.6403,10.9642,6.09222
1395,11.133,11.1796,6.39819
1396,11.793,11.8858,6.7682
1397,12.4875,10.6631,6.74211
1398,11.8449,10.3877,6.33265
1399,11.2338,10.2002,6.02225
1400,10.3673,10.8553,6.80619
1401,10.8622,11.6055,6.71488
1402,10.6467,10.218,7.03369
1403,10.9052,10.5766,7.73551
1404,11.0151,10.6128,8.22136
1405,11.2292,10.4334,7.48113
1406,11.5596,10.1365,7.22732
1407,11.2977,9.8572,7.49544
1408,11.4006,10.0562,6.73272
1409,12.0988,10.9793,5.84106
1410,10.6809,9.13777,6.12714
1411,9.43552,9.89294,6.14876
1412,9.67693,9.43984,6.83417
1413,10.1379,9.21618,7.12127
1414,10.8204,9.8718,6.77685
1415,10.8515,10.1452,7.03018
1416,11.6735,10.5364,7.12953
1417,10.9125,9.72995,7.60048
1418,10.7527,10.0401,7.55681
1419,11.4312,10.1508,7.18875
1420,11.8881,10.155,6.50221
1421,12.1352,10.682,6.99081
1422,11.0255,10.567,7.28236
1423,11.6893,10.6088,7.77846
1424,10.8535,11.1345,8.07062
1425,11.1089,10.7659,7.40732
1426,11.527,11.2969,6.72659
1427,11.6499,10.096,6.97324
1428,11.5626,10.0663,7.15483
1429,12.3398,10.621,6.83405
1430,12.3015,10.0349,7.01019
1431,12.4271,10.3283,6.75178
1432,12.1863,10.3967,6.50991
1433,11.7453,10.3567,7.17007
1434,11.388,10.4309,6.08579
1435,11.6961,10.5784,6.73007
1436,12.0358,10.3924,6.51758
1437,11.6418,10.3991,7.23114
1438,11.6697,10.9947,7.47247
1439,11.5348,11.3288,6.83555
1440,11.2831,11.5081,7.51614
1441,11.6911,10.929,7.18167
1442,11.5287,10.7212,6.20231
1443,11.8487,10.3818,6.35286
1444,11.0991,10.2828,6.97251
1445,11.8758,10.2572,6.89882
1446,12.0792,10.7199,6.58519
1447,12.2063,10.8928,7.39624
1448,11.6021,10.4017,7.38173
1449,11.619,10.2175,7.643
1450,11.0834,10.9298,6.62029
1451,11.1938,11.6807,6.31526
1452,11.5025,11.9833,6.01798
1453,11.4279,12.1919,5.94264
1454,11.7798,12.4179,5.56153
1455,11.7724,12.7216,5.91822
1456,12.2563,12.9314,5.669
1457,10.8828,11.1387,6.21607
1458,10.4704,10.7692,5.54656
1459,11.0843,10.0045,5.8369
1460,11.3368,9.68038,6.0705
1461,10.619,10.3898,6.79678
1462,11.0472,9.96798,6.04258
1463,10.9669,10.2688,5.43662
1464,11.5441,9.52071,5.8642
1465,11.2961,9.4197,5.62548
1466,10.9729,9.90763,6.38293
1467,11.4654,10.4678,5.91958
1468,12.0436,10.696,6.58562
1469,10.6208,9.94825,6.75618
1470,11.0754,10.547,6.87526
1471,11.0558,10.4029,6.2676
1472,11.7319,10.1094,5.94611
1473,11.483,10.4676,6.13566
1474,11.4522,11.0099,6.92127
1475,10.9713,10.3052,7.01941
1476,11.0256,11.1229,7.44663
1477,11.6622,10.9345,7.24016
1478,11.6198,11.1991,7.66806
1479,11.1226,11.1986,7.73558
1480,11.5273,11.5103,7.31334
1481,11.5845,10.9514,7.29616
1482,11.5276,10.915,6.37301
1483,12.2346,11.2551,6.33552
1484,12.0272,10.6077,6.89912
1485,11.759,11.0885,7.32717
1486,12.6287,11.5526,7.08215
1487,12.7734,10.5265,7.30848
1488,12.7926,10.5884,7.44808
1489,12.0982,11.4808,7.16027
1490,12.0409,11.0149,6.57592
1491,12.7449,11.1162,6.82717
1492,12.5221,11.7635,7.06195
1493,12.5808,11.6202,7.65223
1494,12.3597,11.5733,7.38034
1495,12.3949,11.1122,7.46445
1496,11.5553,10.0027,7.03459
1497,11.1534,9.57,7.24029
1498,11.3733,9.54342,7.33404
1499,11.0575,9.65988,4.94411
1500,10.3521,9.84464,5.03779
1501,9.8035,10.1747,5.88328
1502,10.308,9.69507,5.51378
1503,10.2884,10.0201,5.75186
1504,11.1973,9.70318,6.16456
1505,11.778,10.291,6.30056
1506,12.5329,10.6004,6.53976
1507,11.3824,11.5409,5.70123
1508,11.335,12.129,6.3276
1509,11.5816,10.5084,5.45619
1510,12.1492,10.6778,5.50573
1511,12.409,10.0037,4.90206
1512,12.8342,10.268,5.40682
1513,13.4024,10.5959,6.1659
1514,12.8424,11.1876,5.9748
1515,11.9478,11.6052,5.58488
1516,12.2254,12.1972,5.19756
1517,12.43,12.1435,5.71942
1518,12.9452,12.0973,6.17957
1519,13.5555,11.8444,6.88823
1520,13.6747,11.571,7.55694
1521,13.9539,9.68369,6.4806
1522,12.612,10.3251,6.2586
1523,12.6527,10.3103,4.85244
1524,12.0093,10.8149,5.37101
1525,12.2224,11.4717,5.6271
1526,12.255,12.2355,5.86218
1527,12.5707,12.7385,5.46656
1528,12.8132,12.1154,5.80586
1529,11.8339,10.0201,5.53947
1530,12.1206,10.0309,5.7556
1531,10.6135,9.92407,6.12197
1532,10.0647,10.1235,6.43289
1533,10.0946,10.4603,6.83684
1534,10.0784,10.0564,6.57832
1535,10.4689,10.2305,5.81787
1536,10.6715,10.1674,6.56448
1537,10.8267,10.5302,7.17191
1538,11.4126,10.1597,6.73157
1539,11.924,10.2113,6.53108
1540,11.2531,10.4425,6.35369
1541,11.7057,11.0807,6.46359
1542,11.6023,10.9438,6.91564
1543,11.2918,11.2128,7.14779
1544,11.5546,10.2953,7.41417
1545,12.4322,10.3196,8.30354
1546,13.2636,10.209,8.61391
1547,13.2265,10.4282,7.54035
1548,12.9283,9.96359,6.97567
1549,12.8929,10.6073,7.0214
1550,12.3837,11.0094,6.46736
1551,11.5267,10.6173,6.74322
1552,11.7124,10.1887,6.69421
1553,11.9893,10.1316,6.11216
1554,11.8333,10.711,6.69395
1555,11.3397,10.659,6.72322
1556,11.1968,10.307,6.52557
1557,11.0621,10.7617,6.86968
1558,10.7379,10.5088,6.82013
1559,10.8934,10.9567,6.74003
1560,10.2071,10.7996,7.1011
1561,10.7123,11.0874,7.38325
1562,10.4392,10.375,7.0955
1563,10.9881,10.5542,7.47051
1564,10.6765,10.4508,7.60738
1565,10.8324,10.8008,6.99679
1566,11.5384,10.0366,7.15074
1567,11.0639,10.3498,6.3354
1568,10.9008,10.3004,6.50072
1569,11.2028,10.8405,6.19547
1570,11.7879,11.5617,6.18607
1571,10.6308,12.0427,6.66244
1572,10.6932,12.234,6.75465
1573,10.9786,11.5196,6.55147
1574,11.2179,11.0998,6.36037
1575,11.3146,10.478,6.75448
1576,10.724,10.4576,7.02167
1577,10.9895,10.6048,6.17219
1578,11.5745,10.2892,6.37218
1579,12.1516,10.5431,6.91285
1580,12.5553,10.3822,7.63586
1581,12.5884,9.99045,6.247
1582,13.2833,9.75352,5.81473
1583,12.3384,9.86968,5.3115
1584,10.822,9.38195,5.3832
1585,10.9546,9.84794,4.93639
1586,11.0552,10.171,5.1885
1587,10.9765,10.3564,5.31545
1588,11.2356,10.6801,5.48902
1589,11.5796,10.9724,6.07518
1590,11.1805,10.5137,6.77228
1591,11.5729,10.807,7.23518
1592,11.5833,10.7948,6.51553
1593,11.33,10.6224,7.21313
1594,11.5977,11.5235,7.21772
1595,11.5512,12.369,7.01889
1596,11.3978,12.5579,7.16426
1597,11.3998,13.2541,7.60987
1598,11.3097,14.0107,7.40137
1599,11.7653,14.0568,7.62135
1600,11.7132,14.7067,8.20259
1601,11.205,15.1608,8.58705
1602,11.0591,14.9559,8.80792
1603,11.3373,15.4311,7.87085
1604,11.3525,13.1043,8.2895
1605,11.528,10.7187,8.90226
1606,11.9159,10.8756,9.12493
1607,11.7141,11.3331,7.9728
1608,11.5389,11.5643,6.3649
1609,11.9599,12.242,7.06492
1610,12.2557,12.2913,6.43927
1611,11.4538,12.1717,6.24737
1612,11.6291,12.8499,5.91563
1613,12.1274,12.9006,6.22808
1614,12.575,12.428,6.68143
1615,12.594,12.6221,6.9602
